fiscal_year,Customer,EntitySizeCode,EntitySizeText,EntityCategory,AnyEntityUSplaceOfPerformance,IsEntityAbove1990constantReportingThreshold,IsEntityAbove2016constantReportingThreshold,EntityCounty,AllContractorCount,SumOfNumberOfActions,SumOfObligatedAmount
2014,Defense,M,Medium Vendor,PID,0,0,0,2,2,2,-23251.6000
2014,Defense,M,Medium Vendor,PID,0,0,1,11,11,20,18801.6000
2014,Defense,M,Medium Vendor,PID,0,1,1,359,359,23173,12401464426.7100
2014,Defense,M,Medium Vendor,PID,1,0,1,1,1,1,0.0000
2014,Defense,M,Medium Vendor,PID,1,1,1,42,42,31126,3074211658.6500
2014,Defense,N,Sometimes Small Vendor,Duns,0,1,1,3,3,28019,594474816.1700
2014,Defense,N,Sometimes Small Vendor,PDuns,NULL,1,1,17,19,0,0.0000
2014,Defense,N,Sometimes Small Vendor,PDuns,0,0,0,38,38,113,15923.5100
2014,Defense,N,Sometimes Small Vendor,PDuns,0,0,1,518,545,1990,7250479.9000
2014,Defense,N,Sometimes Small Vendor,PDuns,0,1,1,8503,11477,365579,25355751366.0500
2014,Defense,N,Sometimes Small Vendor,PDuns,1,0,1,8,8,51,271187.3500
2014,Defense,N,Sometimes Small Vendor,PDuns,1,1,1,90,94,2361,230270155.0800
2014,Defense,N,Sometimes Small Vendor,PID,0,0,1,4,4,14,53995.2900
2014,Defense,N,Sometimes Small Vendor,PID,0,1,1,601,601,98412,21161614234.0900
2014,Defense,N,Sometimes Small Vendor,PID,1,1,1,4,4,3164,197491673.5600
2014,Defense,S,Always Small Vendor,PDuns,NULL,0,0,212,212,0,0.0000
2014,Defense,S,Always Small Vendor,PDuns,NULL,0,1,21,21,0,0.0000
2014,Defense,S,Always Small Vendor,PDuns,NULL,1,1,1411,1416,39,14416497.7900
2014,Defense,S,Always Small Vendor,PDuns,0,0,0,1785,1786,3230,-4158817.8900
2014,Defense,S,Always Small Vendor,PDuns,0,0,1,6677,6699,13574,61779116.6100
2014,Defense,S,Always Small Vendor,PDuns,0,1,1,29527,29905,315168,29224965508.5700
2014,Defense,S,Always Small Vendor,PDuns,1,0,0,7,7,8,157820.7900
2014,Defense,S,Always Small Vendor,PDuns,1,0,1,37,37,41,167147.9500
2014,Defense,S,Always Small Vendor,PDuns,1,1,1,186,186,3643,276728765.8200
2014,Defense,S,Always Small Vendor,PID,NULL,1,1,4,4,0,0.0000
2014,Defense,S,Always Small Vendor,PID,0,0,1,5,5,6,32391.3900
2014,Defense,S,Always Small Vendor,PID,0,1,1,146,146,4351,2124027243.0300
2014,Defense,U,Unlabeled Vendor,Duns,0,1,1,1,1,73,39008333.1200
2014,Defense,U,Unlabeled Vendor,Duns,1,1,1,1,1,6,822256.5300
2014,Defense,U,Unlabeled Vendor,Name,0,1,1,1,1,NULL,0.0000
2014,DHS,B,Big Five,PDuns,0,1,1,5,9,29,1324908.4000
2014,DHS,B,Big Five,PID,0,1,1,5,5,769,653265245.3200
2014,DHS,J,Large: Big 5 JV,PID,0,1,1,1,1,3,14654.5300
2014,DHS,L,Large Vendor,PDuns,0,1,1,40,110,1157,236710111.5800
2014,DHS,L,Large Vendor,PDuns,1,1,1,1,1,1,96773.5000
2014,DHS,L,Large Vendor,PID,0,0,1,1,1,1,12276.0000
2014,DHS,L,Large Vendor,PID,0,1,1,131,131,12882,4515281081.1300
2014,DHS,M,Medium Vendor,PDuns,NULL,0,0,4,4,0,0.0000
2014,DHS,M,Medium Vendor,PDuns,NULL,1,1,40,40,0,2260040.1200
2014,DHS,M,Medium Vendor,PDuns,0,0,0,180,184,321,309419.4500
2014,DHS,M,Medium Vendor,PDuns,0,0,1,276,283,469,1682701.8800
2014,DHS,M,Medium Vendor,PDuns,0,1,1,913,1041,3906,553276139.5000
2014,DHS,M,Medium Vendor,PDuns,1,0,0,4,4,5,8790.0000
2014,DHS,M,Medium Vendor,PDuns,1,0,1,7,9,17,85858.4400
2014,DHS,M,Medium Vendor,PDuns,1,1,1,22,32,184,3034551.8700
2014,DHS,M,Medium Vendor,PID,NULL,1,1,1,1,0,0.0000
2014,DHS,M,Medium Vendor,PID,0,0,1,2,2,2,8420.6200
2014,DHS,M,Medium Vendor,PID,0,1,1,114,114,1204,1146831963.6700
2014,DHS,N,Sometimes Small Vendor,Duns,0,1,1,3,3,469,7842879.3700
2014,DHS,N,Sometimes Small Vendor,PDuns,NULL,1,1,4,4,0,146468.0500
2014,DHS,N,Sometimes Small Vendor,PDuns,0,0,0,34,34,105,101252.8300
2014,DHS,N,Sometimes Small Vendor,PDuns,0,0,1,199,203,573,1607557.2700
2014,DHS,N,Sometimes Small Vendor,PDuns,0,1,1,3044,3457,23347,1666187664.6300
2014,DHS,N,Sometimes Small Vendor,PDuns,1,1,1,4,4,25,701065.0400
2014,DHS,N,Sometimes Small Vendor,PID,0,0,1,1,1,1,0.0000
2014,DHS,N,Sometimes Small Vendor,PID,0,1,1,332,332,7569,1834303828.2900
2014,DHS,N,Sometimes Small Vendor,PID,1,1,1,1,1,0,400200.0000
2014,DHS,S,Always Small Vendor,PDuns,NULL,0,0,30,30,0,300.0000
2014,DHS,S,Always Small Vendor,PDuns,NULL,0,1,3,3,0,4191.1200
2014,DHS,S,Always Small Vendor,PDuns,NULL,1,1,146,146,0,6288432.1000
2014,DHS,S,Always Small Vendor,PDuns,0,0,0,872,871,2571,3446141.1600
2014,DHS,S,Always Small Vendor,PDuns,0,0,1,1130,1134,2198,8409955.3000
2014,DHS,S,Always Small Vendor,PDuns,0,1,1,4368,4383,16493,1983379313.6300
2014,DHS,S,Always Small Vendor,PDuns,1,0,0,1,1,1,2500.0000
2014,DHS,S,Always Small Vendor,PDuns,1,0,1,5,5,5,31182.0000
2014,DHS,S,Always Small Vendor,PDuns,1,1,1,6,6,21,485867.5500
2014,DHS,S,Always Small Vendor,PID,NULL,1,1,1,1,0,42454.0000
2014,DHS,S,Always Small Vendor,PID,0,0,1,1,1,1,5000.0000
2014,DHS,S,Always Small Vendor,PID,0,1,1,28,28,226,233405991.6500
2014,DHS,U,Unlabeled Vendor,Duns,0,0,1,1,1,1,-19443.8500
2014,DHS,U,Unlabeled Vendor,Duns,0,1,1,1,1,4,67311.1000
2014,Energy,B,Big Five,PDuns,0,1,1,1,2,3,357487.2600
2014,Energy,B,Big Five,PID,0,1,1,4,4,95,2759468819.9800
2014,Energy,J,Large: Big 5 JV,PID,0,1,1,3,3,142,2065051268.0300
2014,Energy,L,Large Vendor,PDuns,NULL,1,1,1,1,5,18169.9800
2014,Energy,L,Large Vendor,PDuns,0,1,1,26,41,198,-21450688.9800
2014,Energy,L,Large Vendor,PID,0,1,1,101,101,2319,17354763511.0700
2014,Energy,M,Medium Vendor,PDuns,NULL,1,1,3,3,0,490851.5100
2014,Energy,M,Medium Vendor,PDuns,0,0,0,7,7,8,-186841.0700
2014,Energy,M,Medium Vendor,PDuns,0,0,1,63,63,77,252661.1700
2014,Energy,M,Medium Vendor,PDuns,0,1,1,257,265,1134,552439181.8700
2014,Energy,M,Medium Vendor,PDuns,1,1,1,4,5,5,341355.0000
2014,Energy,M,Medium Vendor,PID,0,1,1,53,53,510,1204223632.2200
2014,Energy,N,Sometimes Small Vendor,Duns,0,1,1,1,1,2,2371034.0400
2014,Energy,N,Sometimes Small Vendor,PDuns,0,0,0,1,1,2,1767.5700
2014,Energy,N,Sometimes Small Vendor,PDuns,0,0,1,14,14,22,79009.0800
2014,Energy,N,Sometimes Small Vendor,PDuns,0,1,1,615,662,2998,769362672.5800
2014,Energy,N,Sometimes Small Vendor,PID,0,1,1,111,111,877,226563290.0300
2014,Energy,S,Always Small Vendor,PDuns,NULL,0,0,4,4,0,0.0000
2014,Energy,S,Always Small Vendor,PDuns,NULL,1,1,11,11,0,2273492.6800
2014,Energy,S,Always Small Vendor,PDuns,0,0,0,45,45,47,-46362.7800
2014,Energy,S,Always Small Vendor,PDuns,0,0,1,242,243,344,985420.6700
2014,Energy,S,Always Small Vendor,PDuns,0,1,1,848,856,3796,586943918.0100
2014,Energy,S,Always Small Vendor,PDuns,1,1,1,3,3,5,2443798.7300
2014,Energy,S,Always Small Vendor,PID,NULL,1,1,1,1,NULL,279236.8900
2014,Energy,S,Always Small Vendor,PID,0,1,1,2,2,20,528238.9500
2014,GSA,NULL,NULL,PID,NULL,NULL,NULL,1,1,3,9765.6700
2014,GSA,B,Big Five,PDuns,0,1,1,5,14,66,12708394.9800
2014,GSA,B,Big Five,PID,0,1,1,5,5,547,648710496.5800
2014,GSA,J,Large: Big 5 JV,PDuns,0,1,1,1,2,7,-8670222.4600
2014,GSA,J,Large: Big 5 JV,PID,0,1,1,1,1,1,0.0000
2014,GSA,L,Large Vendor,PDuns,0,1,1,47,87,381,29107200.6900
2014,GSA,L,Large Vendor,PDuns,1,1,1,1,1,0,0.0000
2014,GSA,L,Large Vendor,PID,0,1,1,137,137,23933,2681702066.4800
2014,GSA,M,Medium Vendor,PDuns,NULL,0,0,6,6,0,0.0000
2014,GSA,M,Medium Vendor,PDuns,NULL,0,1,1,1,0,0.0000
2014,GSA,M,Medium Vendor,PDuns,NULL,1,1,401,405,0,-6611.9500
2014,GSA,M,Medium Vendor,PDuns,0,0,0,32,32,39,6389.2300
2014,GSA,M,Medium Vendor,PDuns,0,0,1,58,58,88,127678.2300
2014,GSA,M,Medium Vendor,PDuns,0,1,1,1101,1204,12501,866394228.1400
2014,GSA,M,Medium Vendor,PDuns,1,0,1,1,2,5,19025.6600
2014,GSA,M,Medium Vendor,PDuns,1,1,1,28,28,66,3284811.6800
2014,GSA,M,Medium Vendor,PID,NULL,0,0,1,1,0,0.0000
2014,GSA,M,Medium Vendor,PID,NULL,1,1,4,4,0,0.0000
2014,GSA,M,Medium Vendor,PID,0,0,1,1,1,1,20.0000
2014,GSA,M,Medium Vendor,PID,0,1,1,151,151,1549,228779226.0100
2014,GSA,M,Medium Vendor,PID,1,1,1,2,2,0,0.0000
2014,GSA,N,Sometimes Small Vendor,PDuns,NULL,0,0,2,2,0,0.0000
2014,GSA,N,Sometimes Small Vendor,PDuns,NULL,1,1,20,21,0,0.0000
2014,GSA,N,Sometimes Small Vendor,PDuns,0,0,0,5,5,8,5250.5100
2014,GSA,N,Sometimes Small Vendor,PDuns,0,0,1,40,40,115,277201.8700
2014,GSA,N,Sometimes Small Vendor,PDuns,0,1,1,3537,3866,27087,1752482367.0400
2014,GSA,N,Sometimes Small Vendor,PDuns,1,1,1,17,17,16,107561.6000
2014,GSA,N,Sometimes Small Vendor,PID,NULL,1,1,1,1,0,0.0000
2014,GSA,N,Sometimes Small Vendor,PID,0,0,1,1,1,2,10836.0000
2014,GSA,N,Sometimes Small Vendor,PID,0,1,1,391,391,6293,1128667683.1500
2014,GSA,N,Sometimes Small Vendor,PID,1,1,1,1,1,0,0.0000
2014,GSA,S,Always Small Vendor,PDuns,NULL,0,0,72,71,0,-2600.0000
2014,GSA,S,Always Small Vendor,PDuns,NULL,0,1,3,3,0,0.0000
2014,GSA,S,Always Small Vendor,PDuns,NULL,1,1,3408,3409,0,3978769.1100
2014,GSA,S,Always Small Vendor,PDuns,0,0,0,108,108,177,305731.3400
2014,GSA,S,Always Small Vendor,PDuns,0,0,1,387,388,735,3245033.2600
2014,GSA,S,Always Small Vendor,PDuns,0,1,1,7897,7927,22277,1631633101.4700
2014,GSA,S,Always Small Vendor,PDuns,1,1,1,24,24,0,0.0000
2014,GSA,S,Always Small Vendor,PID,NULL,0,0,1,1,0,0.0000
2014,GSA,S,Always Small Vendor,PID,NULL,1,1,7,7,0,0.0000
2014,GSA,S,Always Small Vendor,PID,0,1,1,67,67,642,42694490.4900
2014,HHS,B,Big Five,PDuns,0,1,1,3,7,145,15937452.5600
2014,HHS,B,Big Five,PID,0,1,1,4,4,249,940630300.4600
2014,HHS,J,Large: Big 5 JV,PDuns,0,1,1,1,2,2,-203625.2300
2014,HHS,L,Large Vendor,PDuns,0,1,1,43,103,609,331112934.3200
2014,HHS,L,Large Vendor,PDuns,1,1,1,1,1,1,0.0000
2014,HHS,L,Large Vendor,PID,0,1,1,110,110,10383,7135508205.2500
2014,HHS,M,Medium Vendor,PDuns,NULL,0,0,21,21,0,0.0000
2014,HHS,M,Medium Vendor,PDuns,NULL,0,1,2,2,0,0.0000
2014,HHS,M,Medium Vendor,PDuns,NULL,1,1,44,47,40,33048179.6700
2014,HHS,M,Medium Vendor,PDuns,0,0,0,97,99,159,1822166.9600
2014,HHS,M,Medium Vendor,PDuns,0,0,1,332,334,526,9478467.7700
2014,HHS,M,Medium Vendor,PDuns,0,1,1,1420,1650,11683,2700257131.1600
2014,HHS,M,Medium Vendor,PDuns,1,0,0,8,8,9,6770.0000
2014,HHS,M,Medium Vendor,PDuns,1,0,1,19,20,25,-1091664.2900
2014,HHS,M,Medium Vendor,PDuns,1,1,1,112,122,244,29567821.5600
2014,HHS,M,Medium Vendor,PID,NULL,1,1,1,1,0,0.0000
2014,HHS,M,Medium Vendor,PID,0,0,1,2,2,2,13960.0000
2014,HHS,M,Medium Vendor,PID,0,1,1,132,132,2471,1812769360.7200
2014,HHS,M,Medium Vendor,PID,1,1,1,4,4,12,30987.0800
2014,HHS,N,Sometimes Small Vendor,Duns,0,1,1,2,2,228,1672628.5400
2014,HHS,N,Sometimes Small Vendor,PDuns,NULL,0,0,1,1,0,0.0000
2014,HHS,N,Sometimes Small Vendor,PDuns,NULL,0,1,1,1,0,15000.0000
2014,HHS,N,Sometimes Small Vendor,PDuns,NULL,1,1,1,1,0,141565.0000
2014,HHS,N,Sometimes Small Vendor,PDuns,0,0,0,10,10,24,179350.8400
2014,HHS,N,Sometimes Small Vendor,PDuns,0,0,1,105,107,273,1149035.8200
2014,HHS,N,Sometimes Small Vendor,PDuns,0,1,1,2299,2808,28655,2912220189.7600
2014,HHS,N,Sometimes Small Vendor,PDuns,1,0,1,1,1,2,9308.0000
2014,HHS,N,Sometimes Small Vendor,PDuns,1,1,1,5,5,12,162179.2000
2014,HHS,N,Sometimes Small Vendor,PID,0,1,1,249,249,7370,2128084470.2600
2014,HHS,N,Sometimes Small Vendor,PID,1,1,1,1,1,7,144034450.0000
2014,HHS,S,Always Small Vendor,Duns,NULL,0,0,1,1,0,0.0000
2014,HHS,S,Always Small Vendor,PDuns,NULL,0,0,99,99,0,5000.0000
2014,HHS,S,Always Small Vendor,PDuns,NULL,0,1,3,3,0,0.0000
2014,HHS,S,Always Small Vendor,PDuns,NULL,1,1,134,134,0,11539323.6700
2014,HHS,S,Always Small Vendor,PDuns,0,0,0,240,240,393,-878121.5900
2014,HHS,S,Always Small Vendor,PDuns,0,0,1,971,975,1556,5236919.2700
2014,HHS,S,Always Small Vendor,PDuns,0,1,1,3959,3971,16076,1960981653.2900
2014,HHS,S,Always Small Vendor,PDuns,1,0,0,1,1,2,0.0000
2014,HHS,S,Always Small Vendor,PDuns,1,0,1,10,10,10,34235.3700
2014,HHS,S,Always Small Vendor,PDuns,1,1,1,17,17,20,6309727.3700
2014,HHS,S,Always Small Vendor,PID,0,0,1,3,3,6,23394.7500
2014,HHS,S,Always Small Vendor,PID,0,1,1,38,38,183,40460628.1400
2014,HHS,U,Unlabeled Vendor,Duns,0,1,1,1,1,8,-48424.7000
2014,NASA,B,Big Five,PDuns,0,1,1,4,5,9,195109.1900
2014,NASA,B,Big Five,PID,0,1,1,5,5,972,4227233494.7000
2014,NASA,J,Large: Big 5 JV,PID,0,1,1,2,2,42,427613819.2800
2014,NASA,L,Large Vendor,PDuns,0,0,1,1,1,1,11792.0000
2014,NASA,L,Large Vendor,PDuns,0,1,1,16,35,242,68039163.4000
2014,NASA,L,Large Vendor,PID,0,0,1,1,1,1,-630.7000
2014,NASA,L,Large Vendor,PID,0,1,1,82,82,3975,3579868575.6000
2014,NASA,L,Large Vendor,PID,1,1,1,1,1,12,312278472.2900
2014,NASA,M,Medium Vendor,PDuns,NULL,1,1,1,1,0,280000.0000
2014,NASA,M,Medium Vendor,PDuns,0,0,0,23,23,32,33034.5500
2014,NASA,M,Medium Vendor,PDuns,0,0,1,68,68,102,849684.9100
2014,NASA,M,Medium Vendor,PDuns,0,1,1,530,594,3117,385212412.2500
2014,NASA,M,Medium Vendor,PDuns,1,0,0,2,2,4,3418.9600
2014,NASA,M,Medium Vendor,PDuns,1,0,1,29,28,33,201353.2100
2014,NASA,M,Medium Vendor,PDuns,1,1,1,52,53,118,66064949.1400
2014,NASA,M,Medium Vendor,PID,0,0,1,1,1,2,14463.0000
2014,NASA,M,Medium Vendor,PID,0,1,1,88,88,3846,3051390647.0500
2014,NASA,N,Sometimes Small Vendor,Duns,0,1,1,1,1,14,680281.8800
2014,NASA,N,Sometimes Small Vendor,PDuns,0,0,1,25,25,51,613583.0900
2014,NASA,N,Sometimes Small Vendor,PDuns,0,1,1,919,1039,5983,952319983.4400
2014,NASA,N,Sometimes Small Vendor,PDuns,1,0,1,1,1,1,13370.2000
2014,NASA,N,Sometimes Small Vendor,PDuns,1,1,1,5,5,9,108934.2000
2014,NASA,N,Sometimes Small Vendor,PID,0,1,1,160,160,3402,1522203941.9600
2014,NASA,S,Always Small Vendor,PDuns,NULL,1,1,18,18,0,27170357.0200
2014,NASA,S,Always Small Vendor,PDuns,0,0,0,62,62,92,-93651.8100
2014,NASA,S,Always Small Vendor,PDuns,0,0,1,442,444,777,5336262.0900
2014,NASA,S,Always Small Vendor,PDuns,0,1,1,1764,1774,7151,981896531.5000
2014,NASA,S,Always Small Vendor,PDuns,1,0,1,2,2,2,9679.3700
2014,NASA,S,Always Small Vendor,PID,0,1,1,20,20,232,29281217.9000
2014,Other Agencies,NULL,NULL,PID,NULL,NULL,NULL,1,1,34,1358751.9000
2014,Other Agencies,B,Big Five,PDuns,0,1,1,8,32,251,36151986.0900
2014,Other Agencies,B,Big Five,PID,0,1,1,5,5,3101,2443377075.1700
2014,Other Agencies,J,Large: Big 5 JV,PDuns,0,1,1,1,1,15,165001.0000
2014,Other Agencies,L,Large Vendor,Duns,1,1,1,1,1,20,1969989.2500
2014,Other Agencies,L,Large Vendor,PDuns,NULL,1,1,2,2,2,-20000.0000
2014,Other Agencies,L,Large Vendor,PDuns,0,0,1,1,1,2,59400.0000
2014,Other Agencies,L,Large Vendor,PDuns,0,1,1,87,382,3480,553552933.5600
2014,Other Agencies,L,Large Vendor,PDuns,1,1,1,2,3,25,275957.9000
2014,Other Agencies,L,Large Vendor,PID,NULL,1,1,2,2,0,74450918.0000
2014,Other Agencies,L,Large Vendor,PID,0,0,0,1,1,1,-2005.0000
2014,Other Agencies,L,Large Vendor,PID,0,0,1,1,1,2,0.0000
2014,Other Agencies,L,Large Vendor,PID,0,1,1,172,172,359792,14923066474.4700
2014,Other Agencies,M,Medium Vendor,PDuns,NULL,0,0,309,313,0,36827.9600
2014,Other Agencies,M,Medium Vendor,PDuns,NULL,0,1,36,36,0,128480.5000
2014,Other Agencies,M,Medium Vendor,PDuns,NULL,1,1,568,580,15,34876272.1600
2014,Other Agencies,M,Medium Vendor,PDuns,0,0,0,1103,1120,2387,5278688.3800
2014,Other Agencies,M,Medium Vendor,PDuns,0,0,1,2254,2292,4827,26034998.7900
2014,Other Agencies,M,Medium Vendor,PDuns,0,1,1,6931,8359,123716,8334339978.4900
2014,Other Agencies,M,Medium Vendor,PDuns,1,0,0,27,27,78,57181.5600
2014,Other Agencies,M,Medium Vendor,PDuns,1,0,1,111,114,217,1059420.4300
2014,Other Agencies,M,Medium Vendor,PDuns,1,1,1,276,478,14713,208685099.5100
2014,Other Agencies,M,Medium Vendor,PID,NULL,1,1,2,2,0,0.0000
2014,Other Agencies,M,Medium Vendor,PID,0,0,0,9,9,26,8680.0500
2014,Other Agencies,M,Medium Vendor,PID,0,0,1,11,11,35,107140.3500
2014,Other Agencies,M,Medium Vendor,PID,0,1,1,318,318,94648,3535378147.0400
2014,Other Agencies,M,Medium Vendor,PID,1,1,1,2,2,2,105000.0000
2014,Other Agencies,N,Sometimes Small Vendor,Duns,0,1,1,3,3,6072,71983312.8500
2014,Other Agencies,N,Sometimes Small Vendor,PDuns,NULL,0,0,5,7,0,0.0000
2014,Other Agencies,N,Sometimes Small Vendor,PDuns,NULL,1,1,37,61,0,71142.2100
2014,Other Agencies,N,Sometimes Small Vendor,PDuns,0,0,0,145,146,933,545063.0400
2014,Other Agencies,N,Sometimes Small Vendor,PDuns,0,0,1,1056,1103,6396,24035671.7200
2014,Other Agencies,N,Sometimes Small Vendor,PDuns,0,1,1,8298,11206,1430886,13038533045.7600
2014,Other Agencies,N,Sometimes Small Vendor,PDuns,1,0,1,6,6,20,51376.2700
2014,Other Agencies,N,Sometimes Small Vendor,PDuns,1,1,1,14,14,58,1748783.7700
2014,Other Agencies,N,Sometimes Small Vendor,PID,0,0,1,2,2,13,11553.8500
2014,Other Agencies,N,Sometimes Small Vendor,PID,0,1,1,502,502,45096,7820662523.2800
2014,Other Agencies,N,Sometimes Small Vendor,PID,1,1,1,1,1,4,119372.9000
2014,Other Agencies,S,Always Small Vendor,PDuns,NULL,0,0,648,648,0,10627.8100
2014,Other Agencies,S,Always Small Vendor,PDuns,NULL,0,1,100,100,0,497138.0100
2014,Other Agencies,S,Always Small Vendor,PDuns,NULL,1,1,1591,1600,8,69488868.3400
2014,Other Agencies,S,Always Small Vendor,PDuns,0,0,0,4299,4298,11435,8105084.6200
2014,Other Agencies,S,Always Small Vendor,PDuns,0,0,1,11845,11854,28141,111852335.5300
2014,Other Agencies,S,Always Small Vendor,PDuns,0,1,1,31342,31536,225237,13396781004.2219
2014,Other Agencies,S,Always Small Vendor,PDuns,1,0,0,8,8,10,37386.3600
2014,Other Agencies,S,Always Small Vendor,PDuns,1,0,1,21,21,41,193400.6600
2014,Other Agencies,S,Always Small Vendor,PDuns,1,1,1,48,48,76,7945287.6900
2014,Other Agencies,S,Always Small Vendor,PID,0,0,0,2,2,2,3195.0000
2014,Other Agencies,S,Always Small Vendor,PID,0,0,1,9,9,14,38430.8500
2014,Other Agencies,S,Always Small Vendor,PID,0,1,1,95,95,24381,404419074.4600
2014,Other Agencies,U,Unlabeled Vendor,Duns,0,1,1,1,1,155,2624113.9000
2014,State and IAP,B,Big Five,PDuns,0,1,1,2,5,46,4895103.2900
2014,State and IAP,B,Big Five,PID,0,1,1,5,5,480,829700034.9500
2014,State and IAP,L,Large Vendor,Duns,1,1,1,1,1,19,133327.4500
2014,State and IAP,L,Large Vendor,PDuns,0,1,1,29,64,466,168048348.5900
2014,State and IAP,L,Large Vendor,PDuns,1,1,1,1,2,7,105725.7000
2014,State and IAP,L,Large Vendor,PID,0,1,1,91,91,3584,2256748596.9200
2014,State and IAP,L,Large Vendor,PID,1,1,1,2,2,40,1569064.6400
2014,State and IAP,M,Medium Vendor,PDuns,NULL,0,0,94,94,1,149016.0000
2014,State and IAP,M,Medium Vendor,PDuns,NULL,0,1,9,9,2,16437.8500
2014,State and IAP,M,Medium Vendor,PDuns,NULL,1,1,58,57,21,15711962.9400
2014,State and IAP,M,Medium Vendor,PDuns,0,0,0,68,68,103,32377.7300
2014,State and IAP,M,Medium Vendor,PDuns,0,0,1,190,190,375,-877839.4700
2014,State and IAP,M,Medium Vendor,PDuns,0,1,1,525,548,2152,389527348.5800
2014,State and IAP,M,Medium Vendor,PDuns,1,0,0,88,88,128,11059.6400
2014,State and IAP,M,Medium Vendor,PDuns,1,0,1,290,289,570,2287852.6800
2014,State and IAP,M,Medium Vendor,PDuns,1,1,1,854,1193,4181,553145704.2500
2014,State and IAP,M,Medium Vendor,PID,NULL,1,1,4,4,8,4869658.3900
2014,State and IAP,M,Medium Vendor,PID,0,0,1,2,2,7,12807.0700
2014,State and IAP,M,Medium Vendor,PID,0,1,1,95,95,1741,3834482598.6100
2014,State and IAP,M,Medium Vendor,PID,1,0,0,4,4,6,-3348.8200
2014,State and IAP,M,Medium Vendor,PID,1,0,1,17,17,46,59486.4100
2014,State and IAP,M,Medium Vendor,PID,1,1,1,60,60,263,189693230.8700
2014,State and IAP,N,Sometimes Small Vendor,Duns,0,1,1,3,3,51838,909464793.3500
2014,State and IAP,N,Sometimes Small Vendor,PDuns,NULL,0,0,1,1,0,0.0000
2014,State and IAP,N,Sometimes Small Vendor,PDuns,NULL,1,1,4,5,0,90356.7700
2014,State and IAP,N,Sometimes Small Vendor,PDuns,0,0,0,15,15,41,65475.5800
2014,State and IAP,N,Sometimes Small Vendor,PDuns,0,0,1,142,146,497,1764800.3300
2014,State and IAP,N,Sometimes Small Vendor,PDuns,0,1,1,1929,2071,16368,1328406566.2400
2014,State and IAP,N,Sometimes Small Vendor,PDuns,1,0,1,4,4,12,30652.0100
2014,State and IAP,N,Sometimes Small Vendor,PDuns,1,1,1,47,47,273,36174056.8900
2014,State and IAP,N,Sometimes Small Vendor,PID,0,0,1,3,3,12,16259.4900
2014,State and IAP,N,Sometimes Small Vendor,PID,0,1,1,192,192,5537,1374172225.6000
2014,State and IAP,N,Sometimes Small Vendor,PID,1,1,1,3,3,61,51664860.2800
2014,State and IAP,S,Always Small Vendor,PDuns,NULL,0,0,313,313,0,4800.0000
2014,State and IAP,S,Always Small Vendor,PDuns,NULL,0,1,7,7,0,7426.4400
2014,State and IAP,S,Always Small Vendor,PDuns,NULL,1,1,44,44,0,790155.0200
2014,State and IAP,S,Always Small Vendor,PDuns,0,0,0,96,96,172,-56041.9800
2014,State and IAP,S,Always Small Vendor,PDuns,0,0,1,154,157,326,2384834.0200
2014,State and IAP,S,Always Small Vendor,PDuns,0,1,1,1164,1172,6542,1003280615.1500
2014,State and IAP,S,Always Small Vendor,PDuns,1,0,0,4,4,5,151900.6500
2014,State and IAP,S,Always Small Vendor,PDuns,1,0,1,17,17,27,112353.9900
2014,State and IAP,S,Always Small Vendor,PDuns,1,1,1,91,91,493,124570192.0600
2014,State and IAP,S,Always Small Vendor,PID,NULL,0,0,2,2,0,0.0000
2014,State and IAP,S,Always Small Vendor,PID,0,0,0,1,1,NULL,0.0000
2014,State and IAP,S,Always Small Vendor,PID,0,1,1,13,13,151,96718638.9000
2014,State and IAP,S,Always Small Vendor,PID,1,1,1,6,6,40,10139840.0800
2014,State and IAP,U,Unlabeled Vendor,Duns,0,1,1,1,1,562,42333078.1100
2015,Defense,NULL,NULL,PID,NULL,NULL,NULL,1,1,339,151961318.9900
2015,Defense,B,Big Five,PDuns,0,1,1,6,36,1183,27024196.7900
2015,Defense,B,Big Five,PID,0,1,1,5,5,87748,76571420943.9600
2015,Defense,J,Large: Big 5 JV,PDuns,0,1,1,2,7,112,62318944.8700
2015,Defense,J,Large: Big 5 JV,PID,0,1,1,8,8,3010,4766616475.3700
2015,Defense,L,Large Vendor,Duns,1,1,1,1,1,3169,199703156.0900
2015,Defense,L,Large Vendor,PDuns,NULL,1,1,1,1,3,2700000.0000
2015,Defense,L,Large Vendor,PDuns,0,0,1,2,4,75,1272135.3800
2015,Defense,L,Large Vendor,PDuns,0,1,1,107,529,12643,1255902040.9600
2015,Defense,L,Large Vendor,PDuns,1,1,1,4,12,119,15404310.9400
2015,Defense,L,Large Vendor,PID,NULL,1,1,1,1,NULL,0.0000
2015,Defense,L,Large Vendor,PID,0,1,1,215,215,10423105,80515069683.9463
2015,Defense,L,Large Vendor,PID,1,1,1,19,19,6904,2647789608.9900
2015,Defense,M,Medium Vendor,PDuns,NULL,0,0,68,68,2,-1.0000
2015,Defense,M,Medium Vendor,PDuns,NULL,0,1,6,6,NULL,0.0000
2015,Defense,M,Medium Vendor,PDuns,NULL,1,1,282,283,14,159124.2800
2015,Defense,M,Medium Vendor,PDuns,0,0,0,250,255,961,-74777.6600
2015,Defense,M,Medium Vendor,PDuns,0,0,1,893,907,2103,80270100.0400
